time,humidity,window_open,window_open_time
2018-03-21 14:00:25.113000,51.34,False,0
2018-03-21 14:00:50.229000,51.44,False,0
2018-03-21 14:01:15.348000,51.62,False,0
2018-03-21 14:01:40.468000,51.62,False,0
2018-03-21 14:02:05.574000,51.62,False,0
2018-03-21 14:02:30.687000,51.72,False,0
2018-03-21 14:02:55.810000,51.62,False,0
2018-03-21 14:03:20.920000,51.62,False,0
2018-03-21 14:03:46.038000,51.65,False,0
2018-03-21 14:04:11.156000,51.62,False,0
2018-03-21 14:04:36.279000,51.65,False,0
2018-03-21 14:05:01.395000,51.53,False,0
2018-03-21 14:05:26.513000,51.53,False,0
2018-03-21 14:05:51.513000,51.62,False,0
2018-03-21 14:06:16.742000,51.53,False,0
2018-03-21 14:06:41.871000,51.53,False,0
2018-03-21 14:07:06.991000,51.56,False,0
2018-03-21 14:07:31.521000,51.65,False,0
2018-03-21 14:07:57.220000,51.56,False,0
2018-03-21 14:08:22.340000,51.56,False,0
2018-03-21 14:08:46.691000,51.65,False,0
2018-03-21 14:09:12.574000,51.75,False,0
2018-03-21 14:09:37.696000,51.75,False,0
2018-03-21 14:10:02.810000,51.84,False,0
2018-03-21 14:10:02.810000,51.84,False,0
2018-03-21 14:10:27.928000,51.84,False,0
2018-03-21 14:10:53.048000,51.84,False,0
2018-03-21 14:11:18.158000,51.75,False,0
2018-03-21 14:11:43.276000,51.75,False,0
2018-03-21 14:12:08.396000,51.75,False,0
2018-03-21 14:12:33.513000,51.75,False,0
2018-03-21 14:12:58.623000,51.75,False,0
2018-03-21 14:13:23.743000,51.75,False,0
2018-03-21 14:13:48.862000,51.75,False,0
2018-03-21 14:14:13.969000,51.75,False,0
2018-03-21 14:14:39.085000,51.75,False,0
2018-03-21 14:15:04.205000,51.75,False,0
2018-03-21 14:15:29.326000,51.56,False,0
2018-03-21 14:15:54.447000,51.56,False,0
2018-03-21 14:16:19.567000,51.56,False,0
2018-03-21 14:16:44.684000,51.44,False,0
2018-03-21 14:17:09.797000,51.34,False,0
2018-03-21 14:17:34.917000,51.24,False,0
2018-03-21 14:18:00.037000,51.24,False,0
2018-03-21 14:18:25.159000,51.15,False,0
2018-03-21 14:18:50.269000,51.05,False,0
2018-03-21 14:19:15.387000,50.95,False,0
2018-03-21 14:19:40.504000,50.95,False,0
2018-03-21 14:20:05.624000,50.95,False,0
2018-03-21 14:20:30.744000,50.95,False,0
2018-03-21 14:20:55.853000,50.95,False,0
2018-03-21 14:21:20.979000,50.95,False,0
2018-03-21 14:21:45.778000,50.86,False,0
2018-03-21 14:22:11.225000,50.95,False,0
2018-03-21 14:22:36.336000,50.95,False,0
2018-03-21 14:23:01.466000,50.95,False,0
2018-03-21 14:23:26.582000,50.95,False,0
2018-03-21 14:23:51.493000,51.05,False,0
2018-03-21 14:24:16.823000,51.05,False,0
2018-03-21 14:24:41.945000,51.15,False,0
2018-03-21 14:25:07.060000,51.15,False,0
2018-03-21 14:25:07.060000,51.15,False,0
2018-03-21 14:25:32.183000,51.15,False,0
2018-03-21 14:25:57.303000,51.15,False,0
2018-03-21 14:26:22.425000,51.15,False,0
2018-03-21 14:26:47.535000,51.15,False,0
2018-03-21 14:27:12.650000,51.15,False,0
2018-03-21 14:27:37.770000,51.15,False,0
2018-03-21 14:28:02.880000,51.15,False,0
2018-03-21 14:28:28.001000,51.15,False,0
2018-03-21 14:28:53.117000,51.24,False,0
2018-03-21 14:29:18.227000,51.34,False,0
2018-03-21 14:29:43.347000,51.24,False,0
2018-03-21 14:30:08.069000,51.44,False,0
2018-03-21 14:30:33.589000,51.53,False,0
2018-03-21 14:30:58.695000,51.53,False,0
2018-03-21 14:31:23.815000,51.34,False,0
2018-03-21 14:31:48.924000,51.44,False,0
2018-03-21 14:32:14.040000,51.34,False,0
2018-03-21 14:32:39.167000,51.34,False,0
2018-03-21 14:33:04.276000,51.62,False,0
2018-03-21 14:33:29.407000,51.62,False,0
2018-03-21 14:33:53.607000,51.62,False,0
2018-03-21 14:34:19.227000,51.53,False,0
2018-03-21 14:34:44.772000,51.62,False,0
2018-03-21 14:35:09.882000,51.72,False,0
2018-03-21 14:35:35,51.82,False,0
2018-03-21 14:36:00.119000,51.72,False,0
2018-03-21 14:36:25.232000,51.75,False,0
2018-03-21 14:36:50.353000,51.65,False,0
2018-03-21 14:37:15.463000,51.65,False,0
2018-03-21 14:37:40.583000,51.75,False,0
2018-03-21 14:38:05.691000,51.75,False,0
2018-03-21 14:38:30.811000,51.75,False,0
2018-03-21 14:38:55.933000,51.65,False,0
2018-03-21 14:39:21.043000,51.65,False,0
2018-03-21 14:39:46.161000,51.65,False,0
2018-03-21 14:40:11.268000,51.75,False,0
2018-03-21 14:40:36.398000,51.75,False,0
2018-03-21 14:41:01.527000,51.65,False,0
2018-03-21 14:41:26.648000,51.65,False,0
2018-03-21 14:41:51.615000,51.75,False,0
2018-03-21 14:42:16.871000,51.65,False,0
2018-03-21 14:42:41.991000,51.65,False,0
2018-03-21 14:43:07.109000,51.84,False,0
2018-03-21 14:43:31.616000,51.94,False,0
2018-03-21 14:43:31.616000,51.94,False,0
2018-03-21 14:43:57.356000,51.84,False,0
2018-03-21 14:43:57.356000,51.84,False,0
2018-03-21 14:44:22.478000,51.84,False,0
2018-03-21 14:44:47.606000,51.75,False,0
2018-03-21 14:45:12.726000,51.94,False,0
2018-03-21 14:45:37.847000,51.84,False,0
2018-03-21 14:46:02.955000,51.94,False,0
2018-03-21 14:46:28.083000,52.03,False,0
2018-03-21 14:46:53.203000,52.03,False,0
2018-03-21 14:47:18.323000,52.13,False,0
2018-03-21 14:47:43.438000,52.23,False,0
2018-03-21 14:48:08.555000,52.25,False,0
2018-03-21 14:48:33.668000,52.44,False,0
2018-03-21 14:48:58.784000,52.54,False,0
2018-03-21 14:49:23.914000,52.74,False,0
2018-03-21 14:49:49.023000,52.74,False,0
2018-03-21 14:50:14.154000,52.74,False,0
2018-03-21 14:50:39.261000,52.92,False,0
2018-03-21 14:51:04.376000,53.02,False,0
2018-03-21 14:51:29.384000,53.11,False,0
2018-03-21 14:51:54.616000,53.11,False,0
2018-03-21 14:52:19.726000,52.92,False,0
2018-03-21 14:52:44.847000,52.74,False,0
2018-03-21 14:53:09.954000,52.64,False,0
2018-03-21 14:53:35.084000,52.35,False,0
2018-03-21 14:54:00.190000,52.25,False,0
2018-03-21 14:54:20.293000,51.97,False,0
2018-03-21 14:54:35.363000,51.58,False,0
2018-03-21 14:54:45.403000,51.3,False,0
2018-03-21 14:55:00.471000,51.01,False,0
2018-03-21 14:55:10.511000,50.72,False,0
2018-03-21 14:55:30.276000,50.43,False,0
2018-03-21 14:55:55.724000,50.24,False,0
2018-03-21 14:56:20.854000,50.14,False,0
2018-03-21 14:56:45.966000,50.05,False,0
2018-03-21 14:57:11.086000,50.05,False,0
2018-03-21 14:57:36.199000,50.03,False,0
2018-03-21 14:58:01.320000,50.12,False,0
2018-03-21 14:58:26.439000,50.12,False,0
2018-03-21 14:58:51.548000,50.12,False,0
2018-03-21 14:59:16.677000,50.12,False,0
2018-03-21 14:59:41.785000,50.12,False,0
2018-03-21 14:59:41.785000,50.12,False,0
2018-03-21 15:00:06.905000,50.21,False,0
2018-03-21 15:00:06.905000,50.21,False,0
2018-03-21 15:00:31.683000,50.21,False,0
2018-03-21 15:00:57.143000,50.21,False,0
2018-03-21 15:01:22.261000,50.21,False,0
2018-03-21 15:01:47.371000,50.21,False,0
2018-03-21 15:02:11.687000,50.21,False,0
2018-03-21 15:02:37.604000,50.21,False,0
2018-03-21 15:03:02.724000,50.21,False,0
2018-03-21 15:03:27.843000,50.21,False,0
2018-03-21 15:03:52.963000,50.21,False,0
2018-03-21 15:04:18.089000,50.21,False,0
2018-03-21 15:04:43.206000,50.12,False,0
2018-03-21 15:05:08.316000,50.21,False,0
2018-03-21 15:05:33.441000,50.21,False,0
2018-03-21 15:05:58.553000,50.21,False,0
2018-03-21 15:06:23.671000,50.21,False,0
2018-03-21 15:06:48.795000,50.21,False,0
2018-03-21 15:07:13.916000,50.21,False,0
2018-03-21 15:07:38.086000,50.0,False,0
2018-03-21 15:08:04.158000,50.0,False,0
2018-03-21 15:08:24.241000,50.29,False,0
2018-03-21 15:08:49.351000,50.48,False,0
2018-03-21 15:09:14.468000,50.67,False,0
2018-03-21 15:09:39.588000,50.95,False,0
2018-03-21 15:10:04.707000,50.98,False,0
2018-03-21 15:10:29.814000,50.98,False,0
2018-03-21 15:10:54.933000,50.98,False,0
2018-03-21 15:11:20.048000,50.98,False,0
2018-03-21 15:11:45.158000,50.98,False,0
2018-03-21 15:12:10.278000,51.17,False,0
