time,humidity,window_open,window_open_time
2018-03-21 14:00:07.983000,54.42,False,0
2018-03-21 14:00:33.113000,54.42,False,0
2018-03-21 14:00:58.233000,54.32,False,0
2018-03-21 14:01:23.349000,54.32,False,0
2018-03-21 14:01:48.465000,54.32,False,0
2018-03-21 14:02:13.583000,54.22,False,0
2018-03-21 14:02:38.227000,54.22,False,0
2018-03-21 14:03:03.819000,54.13,False,0
2018-03-21 14:03:28.941000,54.13,False,0
2018-03-21 14:03:53.311000,54.04,False,0
2018-03-21 14:04:18.217000,54.04,False,0
2018-03-21 14:04:44.289000,54.04,False,0
2018-03-21 14:05:09.415000,54.13,False,0
2018-03-21 14:05:34.535000,54.04,False,0
2018-03-21 14:05:59.653000,54.04,False,0
2018-03-21 14:06:24.762000,54.13,False,0
2018-03-21 14:06:49.881000,54.13,False,0
2018-03-21 14:07:15.011000,54.22,False,0
2018-03-21 14:07:40.130000,54.22,False,0
2018-03-21 14:08:04.499000,54.22,False,0
2018-03-21 14:08:30.128000,54.22,False,0
2018-03-21 14:08:55.480000,54.22,False,0
2018-03-21 14:09:20.590000,54.22,False,0
2018-03-21 14:09:45.716000,54.32,False,0
2018-03-21 14:10:10.830000,54.32,False,0
2018-03-21 14:10:35.946000,54.22,False,0
2018-03-21 14:11:01.056000,54.22,False,0
2018-03-21 14:11:26.185000,54.22,False,0
2018-03-21 14:11:51.295000,54.22,False,0
2018-03-21 14:12:16.414000,54.22,False,0
2018-03-21 14:12:41.524000,54.22,False,0
2018-03-21 14:13:06.643000,54.22,False,0
2018-03-21 14:13:31.762000,54.22,False,0
2018-03-21 14:13:56.872000,54.22,False,0
2018-03-21 14:14:21.990000,54.13,False,0
2018-03-21 14:14:47.107000,54.13,False,0
2018-03-21 14:15:12.226000,54.22,False,0
2018-03-21 14:15:37.336000,54.22,False,0
2018-03-21 14:16:02.459000,54.22,False,0
2018-03-21 14:16:26.794000,54.22,False,0
2018-03-21 14:16:52.424000,54.22,False,0
2018-03-21 14:17:17.808000,54.22,False,0
2018-03-21 14:17:42.926000,54.22,False,0
2018-03-21 14:18:08.046000,54.22,False,0
2018-03-21 14:18:33.169000,54.32,False,0
2018-03-21 14:18:58.256000,54.32,False,0
2018-03-21 14:19:23.406000,54.32,False,0
2018-03-21 14:19:48.526000,54.32,False,0
2018-03-21 14:20:13.695000,54.42,False,0
2018-03-21 14:20:37.924000,54.42,False,0
2018-03-21 14:21:03.551000,54.42,False,0
2018-03-21 14:21:29.041000,54.42,False,0
2018-03-21 14:21:54.156000,54.42,False,0
2018-03-21 14:22:19.276000,54.51,False,0
2018-03-21 14:22:44.398000,54.51,False,0
2018-03-21 14:23:09.526000,54.51,False,0
2018-03-21 14:23:09.526000,54.51,False,0
2018-03-21 14:23:34.635000,54.51,False,0
2018-03-21 14:23:59.755000,54.51,False,0
2018-03-21 14:24:24.877000,54.51,False,0
2018-03-21 14:24:49.065000,54.51,False,0
2018-03-21 14:25:15.110000,54.42,False,0
2018-03-21 14:25:40.222000,54.51,False,0
2018-03-21 14:26:05.355000,54.51,False,0
2018-03-21 14:26:30.465000,54.51,False,0
2018-03-21 14:26:55.586000,54.51,False,0
2018-03-21 14:27:20.694000,54.51,False,0
2018-03-21 14:27:45.809000,54.51,False,0
2018-03-21 14:28:10.930000,54.61,False,0
2018-03-21 14:28:36.051000,54.61,False,0
