time,room,temperature,humidity,window_open,window_open_time
2018-03-21 14:00:00,dining_room,16.68,51.34,False,0
2018-03-21 14:00:00,kitchen,13.3325,66.18,False,0
2018-03-21 14:00:00,bathroom,15.023333333333333,54.42,False,0
2018-03-21 14:00:00,stairs,15.82,55.05,False,0
2018-03-21 14:00:00,bedroom,19.744999999999997,33.85,False,0
2018-03-21 14:00:00,hall,17.73,48.08,False,0
2018-03-21 14:00:00,living_room,18.22,46.74,False,0
2018-03-21 14:00:30,dining_room,16.68,51.44,False,0
2018-03-21 14:00:30,kitchen,13.33,66.18,False,0
2018-03-21 14:00:30,bathroom,14.965,54.370000000000005,False,0
2018-03-21 14:00:30,stairs,15.82,55.099999999999994,False,0
2018-03-21 14:00:30,bedroom,19.7625,33.85,False,0
2018-03-21 14:00:30,hall,17.7525,47.745000000000005,False,0
2018-03-21 14:00:30,living_room,18.21,46.45,False,0
2018-03-21 14:01:00,dining_room,16.69,51.62,False,0
2018-03-21 14:01:00,kitchen,13.335,66.18,False,0
2018-03-21 14:01:00,bathroom,14.96,54.32,False,0
2018-03-21 14:01:00,stairs,15.796666666666667,54.76,False,0
2018-03-21 14:01:00,bedroom,19.765,33.85,False,0
2018-03-21 14:01:00,hall,17.755000000000003,47.175,False,0
2018-03-21 14:01:00,living_room,18.195,46.16,False,0
2018-03-21 14:01:30,dining_room,16.69,51.62,False,0
2018-03-21 14:01:30,kitchen,13.34,66.18,False,0
2018-03-21 14:01:30,bathroom,14.98,54.32,False,0
2018-03-21 14:01:30,stairs,15.82,54.57,False,0
2018-03-21 14:01:30,bedroom,19.759999999999998,33.85,False,0
2018-03-21 14:01:30,hall,17.735,46.74,False,0
2018-03-21 14:01:30,living_room,18.189999999999998,46.305,False,0
2018-03-21 14:02:00,dining_room,16.695,51.62,False,0
2018-03-21 14:02:00,kitchen,13.34,66.08,False,0
2018-03-21 14:02:00,bathroom,14.913333333333334,54.22,False,0
2018-03-21 14:02:00,stairs,15.856666666666667,54.47,False,0
2018-03-21 14:02:00,bedroom,19.759999999999998,33.85,False,0
2018-03-21 14:02:00,hall,17.735,46.74,False,0
2018-03-21 14:02:00,living_room,18.185000000000002,46.64,False,0
2018-03-21 14:02:30,dining_room,16.695,51.67,False,0
2018-03-21 14:02:30,kitchen,13.3375,65.99,False,0
2018-03-21 14:02:30,bathroom,15.033333333333333,54.22,False,0
2018-03-21 14:02:30,stairs,15.82,54.38,False,0
2018-03-21 14:02:30,bedroom,19.740000000000002,33.94,False,0
2018-03-21 14:02:30,hall,17.715,46.595,False,0
2018-03-21 14:02:30,living_room,18.189999999999998,46.83,False,0
2018-03-21 14:03:00,dining_room,16.71,51.62,False,0
2018-03-21 14:03:00,kitchen,13.344999999999999,65.8,False,0
2018-03-21 14:03:00,bathroom,14.97,54.13,False,0
2018-03-21 14:03:00,stairs,15.815000000000001,54.38,False,0
2018-03-21 14:03:00,bedroom,19.744999999999997,34.04,False,0
2018-03-21 14:03:00,hall,17.7025,46.64,False,0
2018-03-21 14:03:00,living_room,18.185,46.83,False,0
2018-03-21 14:03:30,dining_room,16.705,51.65,False,0
2018-03-21 14:03:30,kitchen,13.344999999999999,65.71,False,0
2018-03-21 14:03:30,bathroom,14.975,54.04,False,0
2018-03-21 14:03:30,stairs,15.783333333333333,54.28,False,0
2018-03-21 14:03:30,bedroom,19.744999999999997,33.989999999999995,False,0
2018-03-21 14:03:30,hall,17.695,47.41,False,0
