time,room,humidity,window_open,window_open_time
2018-03-21 14:05:01.395000,dining_room,51.53,False,0
2018-03-21 14:05:02.827000,hall,48.37,False,0
2018-03-21 14:05:03.278000,stairs,54.95,False,0
2018-03-21 14:05:09.415000,bathroom,54.13,False,0
2018-03-21 14:05:15.257000,bedroom,34.14,False,0
2018-03-21 14:05:17.893000,hall,48.66,False,0
2018-03-21 14:05:18.695000,living_room,46.35,False,0
2018-03-21 14:05:20.275000,kitchen,65.32,False,0
2018-03-21 14:05:26.513000,dining_room,51.53,False,0
2018-03-21 14:05:27.943000,hall,49.04,False,0
2018-03-21 14:05:28.407000,stairs,55.15,False,0
2018-03-21 14:05:34.535000,bathroom,54.04,False,0
2018-03-21 14:05:40.373000,bedroom,34.04,False,0
2018-03-21 14:05:42.955000,living_room,46.35,False,0
2018-03-21 14:05:45.404000,kitchen,65.22,False,0
2018-03-21 14:05:51.513000,dining_room,51.62,False,0
2018-03-21 14:05:53.063000,hall,49.04,False,0
2018-03-21 14:05:53.513000,stairs,55.34,False,0
2018-03-21 14:05:59.653000,bathroom,54.04,False,0
2018-03-21 14:06:05.504000,bedroom,34.04,False,0
2018-03-21 14:06:08.573000,living_room,46.26,False,0
2018-03-21 14:06:10.524000,kitchen,65.22,False,0
2018-03-21 14:06:16.742000,dining_room,51.53,False,0
2018-03-21 14:06:18.181000,hall,48.76,False,0
2018-03-21 14:06:18.642000,stairs,55.43,False,0
2018-03-21 14:06:24.762000,bathroom,54.13,False,0
2018-03-21 14:06:29.972000,bedroom,34.04,False,0
2018-03-21 14:06:34.052000,living_room,46.06,False,0
2018-03-21 14:06:34.831000,kitchen,65.22,False,0
2018-03-21 14:06:41.871000,dining_room,51.53,False,0
2018-03-21 14:06:43.301000,hall,48.95,False,0
2018-03-21 14:06:43.761000,stairs,55.24,False,0
2018-03-21 14:06:49.881000,bathroom,54.13,False,0
2018-03-21 14:06:55.593000,bedroom,34.04,False,0
2018-03-21 14:06:59.161000,living_room,45.97,False,0
2018-03-21 14:07:00.761000,kitchen,65.32,False,0
2018-03-21 14:07:06.991000,dining_room,51.56,False,0
2018-03-21 14:07:08.423000,hall,48.56,False,0
2018-03-21 14:07:08.882000,stairs,55.24,False,0
2018-03-21 14:07:15.011000,bathroom,54.22,False,0
2018-03-21 14:07:20.851000,bedroom,34.04,False,0
2018-03-21 14:07:23.491000,hall,48.27,False,0
2018-03-21 14:07:24.280000,living_room,45.78,False,0
2018-03-21 14:07:25.471000,kitchen,65.32,False,0
2018-03-21 14:07:31.521000,dining_room,51.65,False,0
2018-03-21 14:07:34.001000,stairs,55.15,False,0
2018-03-21 14:07:40.130000,bathroom,54.22,False,0
2018-03-21 14:07:45.970000,bedroom,34.04,False,0
2018-03-21 14:07:48.611000,hall,48.18,False,0
2018-03-21 14:07:49.401000,living_room,45.78,False,0
2018-03-21 14:07:51,kitchen,65.32,False,0
2018-03-21 14:07:57.220000,dining_room,51.56,False,0
2018-03-21 14:07:58.661000,hall,48.46,False,0
2018-03-21 14:07:59.110000,stairs,55.05,False,0
2018-03-21 14:08:04.499000,bathroom,54.22,False,0
2018-03-21 14:08:11.090000,bedroom,34.04,False,0
2018-03-21 14:08:13.730000,hall,48.85,False,0
2018-03-21 14:08:14.510000,living_room,45.78,False,0
2018-03-21 14:08:16.110000,kitchen,65.42,False,0
2018-03-21 14:08:22.340000,dining_room,51.56,False,0
2018-03-21 14:08:23.560000,stairs,55.05,False,0
2018-03-21 14:08:23.780000,hall,49.14,False,0
2018-03-21 14:08:30.128000,bathroom,54.22,False,0
2018-03-21 14:08:36.209000,bedroom,34.04,False,0
2018-03-21 14:08:39.640000,living_room,45.78,False,0
2018-03-21 14:08:41.238000,kitchen,65.42,False,0
2018-03-21 14:08:43.878000,hall,48.85,False,0
2018-03-21 14:08:46.691000,dining_room,51.65,False,0
2018-03-21 14:08:49.191000,stairs,55.15,False,0
2018-03-21 14:08:53.918000,hall,48.46,False,0
2018-03-21 14:08:55.480000,bathroom,54.22,False,0
2018-03-21 14:09:01.322000,bedroom,33.94,False,0
2018-03-21 14:09:03.970000,hall,48.18,False,0
2018-03-21 14:09:04.761000,living_room,45.78,False,0
2018-03-21 14:09:06.352000,kitchen,65.42,False,0
2018-03-21 14:09:12.574000,dining_room,51.75,False,0
2018-03-21 14:09:14.020000,hall,47.89,False,0
2018-03-21 14:09:14.474000,stairs,55.15,False,0
2018-03-21 14:09:20.590000,bathroom,54.22,False,0
2018-03-21 14:09:24.070000,hall,47.6,False,0
2018-03-21 14:09:26.440000,bedroom,33.94,False,0
2018-03-21 14:09:29.870000,living_room,45.78,False,0
2018-03-21 14:09:31.470000,kitchen,65.32,False,0
2018-03-21 14:09:37.696000,dining_room,51.75,False,0
2018-03-21 14:09:39.140000,hall,47.32,False,0
2018-03-21 14:09:39.576000,stairs,55.15,False,0
2018-03-21 14:09:45.716000,bathroom,54.32,False,0
2018-03-21 14:09:51.556000,bedroom,33.94,False,0
2018-03-21 14:09:54.116000,living_room,45.78,False,0
2018-03-21 14:09:56.582000,kitchen,65.32,False,0
2018-03-21 14:10:02.810000,dining_room,51.84,False,0
2018-03-21 14:10:02.810000,dining_room,51.84,False,0
2018-03-21 14:10:03.666000,hall,47.12,False,0
2018-03-21 14:10:04.691000,stairs,55.24,False,0
2018-03-21 14:10:10.830000,bathroom,54.32,False,0
2018-03-21 14:10:16.661000,bedroom,34.04,False,0
2018-03-21 14:10:19.738000,living_room,45.68,False,0
2018-03-21 14:10:21.699000,kitchen,65.32,False,0
2018-03-21 14:10:27.928000,dining_room,51.84,False,0
2018-03-21 14:10:29.367000,hall,46.93,False,0
2018-03-21 14:10:29.807000,stairs,55.24,False,0
2018-03-21 14:10:35.946000,bathroom,54.22,False,0
2018-03-21 14:10:41.779000,bedroom,34.14,False,0
2018-03-21 14:10:45.216000,living_room,45.68,False,0
2018-03-21 14:10:46.828000,kitchen,65.32,False,0
2018-03-21 14:10:53.048000,dining_room,51.84,False,0
2018-03-21 14:10:54.488000,hall,46.74,False,0
2018-03-21 14:10:54.938000,stairs,54.95,False,0
2018-03-21 14:11:01.056000,bathroom,54.22,False,0
2018-03-21 14:11:06.718000,bedroom,34.14,False,0
2018-03-21 14:11:10.327000,living_room,45.68,False,0
2018-03-21 14:11:11.938000,kitchen,65.22,False,0
2018-03-21 14:11:18.158000,dining_room,51.75,False,0
2018-03-21 14:11:19.598000,hall,46.64,False,0
2018-03-21 14:11:20.046000,stairs,54.66,False,0
2018-03-21 14:11:26.185000,bathroom,54.22,False,0
2018-03-21 14:11:32.008000,bedroom,33.94,False,0
2018-03-21 14:11:35.458000,living_room,45.88,False,0
2018-03-21 14:11:37.056000,kitchen,65.22,False,0
2018-03-21 14:11:43.276000,dining_room,51.75,False,0
2018-03-21 14:11:44.718000,hall,46.45,False,0
2018-03-21 14:11:45.166000,stairs,54.57,False,0
2018-03-21 14:11:51.295000,bathroom,54.22,False,0
2018-03-21 14:11:57.125000,bedroom,33.94,False,0
2018-03-21 14:12:00.565000,living_room,46.06,False,0
2018-03-21 14:12:02.174000,kitchen,65.22,False,0
2018-03-21 14:12:08.396000,dining_room,51.75,False,0
2018-03-21 14:12:09.834000,hall,46.45,False,0
2018-03-21 14:12:10.296000,stairs,54.57,False,0
2018-03-21 14:12:10.296000,stairs,54.57,False,0
2018-03-21 14:12:16.414000,bathroom,54.22,False,0
2018-03-21 14:12:22.246000,bedroom,34.04,False,0
2018-03-21 14:12:25.679000,living_room,46.26,False,0
2018-03-21 14:12:27.294000,kitchen,65.13,False,0
2018-03-21 14:12:33.513000,dining_room,51.75,False,0
2018-03-21 14:12:34.953000,hall,46.26,False,0
2018-03-21 14:12:35.413000,stairs,54.57,False,0
2018-03-21 14:12:41.524000,bathroom,54.22,False,0
2018-03-21 14:12:47.359000,bedroom,34.04,False,0
2018-03-21 14:12:50.793000,living_room,46.45,False,0
2018-03-21 14:12:52.413000,kitchen,65.13,False,0
2018-03-21 14:12:58.623000,dining_room,51.75,False,0
2018-03-21 14:13:00.073000,hall,46.16,False,0
2018-03-21 14:13:00.323000,stairs,54.57,False,0
2018-03-21 14:13:06.643000,bathroom,54.22,False,0
2018-03-21 14:13:12.473000,bedroom,34.04,False,0
2018-03-21 14:13:15.914000,living_room,46.64,False,0
2018-03-21 14:13:17.534000,kitchen,65.03,False,0
2018-03-21 14:13:17.534000,kitchen,65.03,False,0
2018-03-21 14:13:23.743000,dining_room,51.75,False,0
2018-03-21 14:13:25.193000,hall,46.16,False,0
2018-03-21 14:13:25.223000,stairs,54.66,False,0
2018-03-21 14:13:31.762000,bathroom,54.22,False,0
2018-03-21 14:13:37.592000,bedroom,34.14,False,0
2018-03-21 14:13:41.021000,living_room,46.74,False,0
2018-03-21 14:13:42.642000,kitchen,65.03,False,0
2018-03-21 14:13:48.862000,dining_room,51.75,False,0
2018-03-21 14:13:50.312000,hall,46.16,False,0
2018-03-21 14:13:50.772000,stairs,54.76,False,0
2018-03-21 14:13:56.872000,bathroom,54.22,False,0
2018-03-21 14:14:02.712000,bedroom,34.14,False,0
2018-03-21 14:14:05.272000,living_room,46.93,False,0
2018-03-21 14:14:07.760000,kitchen,64.94,False,0
2018-03-21 14:14:13.969000,dining_room,51.75,False,0
2018-03-21 14:14:15.452000,hall,46.16,False,0
2018-03-21 14:14:15.880000,stairs,54.85,False,0
2018-03-21 14:14:21.990000,bathroom,54.13,False,0
2018-03-21 14:14:27.828000,bedroom,34.14,False,0
2018-03-21 14:14:31.258000,living_room,46.93,False,0
2018-03-21 14:14:32.880000,kitchen,64.94,False,0
2018-03-21 14:14:39.085000,dining_room,51.75,False,0
2018-03-21 14:14:40.568000,hall,46.16,False,0
2018-03-21 14:14:41,stairs,54.95,False,0
2018-03-21 14:14:47.107000,bathroom,54.13,False,0
2018-03-21 14:14:52.946000,bedroom,34.14,False,0
2018-03-21 14:14:56.388000,living_room,46.93,False,0
2018-03-21 14:14:57.997000,kitchen,64.94,False,0
2018-03-21 14:15:04.205000,dining_room,51.75,False,0
2018-03-21 14:15:05.226000,stairs,55.05,False,0
2018-03-21 14:15:05.697000,hall,46.26,False,0
2018-03-21 14:15:12.226000,bathroom,54.22,False,0
2018-03-21 14:15:18.066000,bedroom,34.14,False,0
2018-03-21 14:15:21.525000,living_room,47.03,False,0
2018-03-21 14:15:23.117000,kitchen,64.94,False,0
2018-03-21 14:15:29.326000,dining_room,51.56,False,0
2018-03-21 14:15:30.807000,hall,46.26,False,0
2018-03-21 14:15:31.226000,stairs,55.05,False,0
2018-03-21 14:15:37.336000,bathroom,54.22,False,0
2018-03-21 14:15:43.196000,bedroom,34.14,False,0
2018-03-21 14:15:46.636000,living_room,47.03,False,0
2018-03-21 14:15:48.240000,kitchen,64.94,False,0
2018-03-21 14:15:48.240000,kitchen,64.94,False,0
2018-03-21 14:15:54.447000,dining_room,51.56,False,0
2018-03-21 14:15:55.929000,hall,46.26,False,0
2018-03-21 14:15:56.359000,stairs,55.05,False,0
2018-03-21 14:16:02.459000,bathroom,54.22,False,0
2018-03-21 14:16:08.320000,bedroom,34.14,False,0
2018-03-21 14:16:08.320000,bedroom,34.14,False,0
2018-03-21 14:16:11.759000,living_room,47.12,False,0
2018-03-21 14:16:13.360000,kitchen,64.84,False,0
2018-03-21 14:16:13.360000,kitchen,64.84,False,0
2018-03-21 14:16:19.567000,dining_room,51.56,False,0
2018-03-21 14:16:21.037000,hall,46.35,False,0
2018-03-21 14:16:21.487000,stairs,55.05,False,0
2018-03-21 14:16:26.794000,bathroom,54.22,False,0
2018-03-21 14:16:33.437000,bedroom,34.23,False,0
2018-03-21 14:16:36.877000,living_room,47.32,False,0
2018-03-21 14:16:38.477000,kitchen,64.84,False,0
2018-03-21 14:16:44.684000,dining_room,51.44,False,0
2018-03-21 14:16:46.167000,hall,46.35,False,0
2018-03-21 14:16:46.597000,stairs,55.15,False,0
2018-03-21 14:16:52.424000,bathroom,54.22,False,0
2018-03-21 14:16:58.554000,bedroom,34.33,False,0
2018-03-21 14:17:01.994000,living_room,47.6,False,0
2018-03-21 14:17:03.593000,kitchen,64.84,False,0
2018-03-21 14:17:09.797000,dining_room,51.34,False,0
2018-03-21 14:17:11.268000,hall,46.35,False,0
2018-03-21 14:17:11.449000,stairs,55.24,False,0
2018-03-21 14:17:17.808000,bathroom,54.22,False,0
2018-03-21 14:17:23.658000,bedroom,34.33,False,0
2018-03-21 14:17:26.669000,living_room,47.79,False,0
2018-03-21 14:17:28.709000,kitchen,64.94,False,0
2018-03-21 14:17:34.917000,dining_room,51.24,False,0
2018-03-21 14:17:36.048000,hall,46.35,False,0
2018-03-21 14:17:36.828000,stairs,55.24,False,0
2018-03-21 14:17:42.926000,bathroom,54.22,False,0
2018-03-21 14:17:48.778000,bedroom,34.33,False,0
2018-03-21 14:17:52.218000,living_room,47.99,False,0
2018-03-21 14:17:53.829000,kitchen,64.84,False,0
2018-03-21 14:18:00.037000,dining_room,51.24,False,0
2018-03-21 14:18:01.507000,hall,46.35,False,0
2018-03-21 14:18:01.948000,stairs,55.24,False,0
2018-03-21 14:18:08.046000,bathroom,54.22,False,0
2018-03-21 14:18:13.897000,bedroom,34.33,False,0
2018-03-21 14:18:16.396000,living_room,48.18,False,0
2018-03-21 14:18:18.945000,kitchen,64.84,False,0
2018-03-21 14:18:25.159000,dining_room,51.15,False,0
2018-03-21 14:18:26.629000,hall,46.26,False,0
2018-03-21 14:18:27.065000,stairs,55.34,False,0
2018-03-21 14:18:33.169000,bathroom,54.32,False,0
2018-03-21 14:18:39.019000,bedroom,34.33,False,0
2018-03-21 14:18:42.458000,living_room,48.37,False,0
2018-03-21 14:18:44.069000,kitchen,64.94,False,0
2018-03-21 14:18:50.269000,dining_room,51.05,False,0
2018-03-21 14:18:51.749000,hall,46.26,False,0
2018-03-21 14:18:52.188000,stairs,55.43,False,0
2018-03-21 14:18:58.256000,bathroom,54.32,False,0
2018-03-21 14:19:03.416000,bedroom,34.33,False,0
2018-03-21 14:19:06.676000,living_room,48.46,False,0
2018-03-21 14:19:09.186000,kitchen,64.84,False,0
2018-03-21 14:19:15.387000,dining_room,50.95,False,0
2018-03-21 14:19:16.077000,hall,46.26,False,0
2018-03-21 14:19:17.306000,stairs,55.43,False,0
2018-03-21 14:19:23.406000,bathroom,54.32,False,0
2018-03-21 14:19:29.046000,bedroom,34.33,False,0
2018-03-21 14:19:32.697000,living_room,48.46,False,0
2018-03-21 14:19:34.344000,kitchen,64.84,False,0
2018-03-21 14:19:40.504000,dining_room,50.95,False,0
2018-03-21 14:19:41.983000,hall,46.45,False,0
2018-03-21 14:19:42.416000,stairs,55.43,False,0
2018-03-21 14:19:42.416000,stairs,55.43,False,0
2018-03-21 14:19:48.526000,bathroom,54.32,False,0
2018-03-21 14:19:54.363000,bedroom,34.33,False,0
2018-03-21 14:19:57.814000,living_room,48.46,False,0
2018-03-21 14:19:59.464000,kitchen,64.84,False,0
2018-03-21 14:20:05.624000,dining_room,50.95,False,0
2018-03-21 14:20:07.093000,hall,46.55,False,0
2018-03-21 14:20:07.534000,stairs,55.43,False,0
2018-03-21 14:20:07.534000,stairs,55.43,False,0
2018-03-21 14:20:13.695000,bathroom,54.42,False,0
2018-03-21 14:20:19.496000,bedroom,34.33,False,0
2018-03-21 14:20:22.934000,living_room,48.46,False,0
2018-03-21 14:20:24.574000,kitchen,64.94,False,0
2018-03-21 14:20:30.744000,dining_room,50.95,False,0
2018-03-21 14:20:32.216000,hall,46.55,False,0
2018-03-21 14:20:32.666000,stairs,55.52,False,0
2018-03-21 14:20:37.924000,bathroom,54.42,False,0
2018-03-21 14:20:43.696000,bedroom,34.33,False,0
2018-03-21 14:20:48.054000,living_room,48.46,False,0
2018-03-21 14:20:49.713000,kitchen,64.94,False,0
2018-03-21 14:20:55.853000,dining_room,50.95,False,0
2018-03-21 14:20:57.332000,hall,46.64,False,0
2018-03-21 14:20:57.783000,stairs,55.52,False,0
2018-03-21 14:21:03.551000,bathroom,54.42,False,0
2018-03-21 14:21:09.732000,bedroom,34.23,False,0
2018-03-21 14:21:13.182000,living_room,48.37,False,0
2018-03-21 14:21:14.833000,kitchen,64.94,False,0
2018-03-21 14:21:20.979000,dining_room,50.95,False,0
2018-03-21 14:21:22.437000,hall,46.64,False,0
2018-03-21 14:21:22.610000,stairs,55.62,False,0
2018-03-21 14:21:29.041000,bathroom,54.42,False,0
2018-03-21 14:21:34.849000,bedroom,34.23,False,0
2018-03-21 14:21:38.289000,living_room,48.46,False,0
2018-03-21 14:21:39.939000,kitchen,64.94,False,0
2018-03-21 14:21:45.778000,dining_room,50.86,False,0
2018-03-21 14:21:47.567000,hall,46.64,False,0
2018-03-21 14:21:48.005000,stairs,55.62,False,0
2018-03-21 14:21:54.156000,bathroom,54.42,False,0
2018-03-21 14:21:59.968000,bedroom,34.23,False,0
2018-03-21 14:22:03.396000,living_room,48.46,False,0
2018-03-21 14:22:05.058000,kitchen,64.94,False,0
2018-03-21 14:22:11.225000,dining_room,50.95,False,0
2018-03-21 14:22:12.686000,hall,46.64,False,0
2018-03-21 14:22:13.126000,stairs,55.72,False,0
2018-03-21 14:22:19.276000,bathroom,54.51,False,0
2018-03-21 14:22:25.085000,bedroom,34.23,False,0
2018-03-21 14:22:28.516000,living_room,48.37,False,0
2018-03-21 14:22:30.185000,kitchen,64.94,False,0
2018-03-21 14:22:36.336000,dining_room,50.95,False,0
2018-03-21 14:22:37.808000,hall,46.64,False,0
2018-03-21 14:22:38.248000,stairs,55.62,False,0
2018-03-21 14:22:38.248000,stairs,55.62,False,0
2018-03-21 14:22:44.398000,bathroom,54.51,False,0
2018-03-21 14:22:50.198000,bedroom,34.23,False,0
2018-03-21 14:22:53.147000,living_room,48.37,False,0
2018-03-21 14:22:54.897000,kitchen,64.94,False,0
2018-03-21 14:23:01.466000,dining_room,50.95,False,0
2018-03-21 14:23:02.776000,hall,46.55,False,0
2018-03-21 14:23:03.356000,stairs,55.52,False,0
2018-03-21 14:23:09.526000,bathroom,54.51,False,0
2018-03-21 14:23:09.526000,bathroom,54.51,False,0
2018-03-21 14:23:14.546000,bedroom,34.33,False,0
2018-03-21 14:23:18.764000,living_room,48.46,False,0
2018-03-21 14:23:20.415000,kitchen,65.03,False,0
2018-03-21 14:23:26.582000,dining_room,50.95,False,0
2018-03-21 14:23:28.033000,hall,46.55,False,0
2018-03-21 14:23:28.462000,stairs,55.52,False,0
2018-03-21 14:23:34.635000,bathroom,54.51,False,0
2018-03-21 14:23:40.183000,bedroom,34.33,False,0
2018-03-21 14:23:43.893000,living_room,48.37,False,0
2018-03-21 14:23:45.533000,kitchen,65.03,False,0
2018-03-21 14:23:51.493000,dining_room,51.05,False,0
2018-03-21 14:23:53.163000,hall,46.55,False,0
2018-03-21 14:23:53.593000,stairs,55.43,False,0
2018-03-21 14:23:59.755000,bathroom,54.51,False,0
2018-03-21 14:24:05.543000,bedroom,34.33,False,0
2018-03-21 14:24:09.003000,living_room,48.27,False,0
2018-03-21 14:24:10.655000,kitchen,65.03,False,0
2018-03-21 14:24:16.823000,dining_room,51.05,False,0
2018-03-21 14:24:18.277000,hall,46.55,False,0
2018-03-21 14:24:18.707000,stairs,55.43,False,0
2018-03-21 14:24:24.877000,bathroom,54.51,False,0
2018-03-21 14:24:30.667000,bedroom,34.33,False,0
2018-03-21 14:24:34.127000,living_room,48.37,False,0
2018-03-21 14:24:34.905000,kitchen,65.03,False,0
2018-03-21 14:24:41.945000,dining_room,51.15,False,0
2018-03-21 14:24:43.395000,hall,46.55,False,0
2018-03-21 14:24:43.825000,stairs,55.24,False,0
2018-03-21 14:24:49.065000,bathroom,54.51,False,0
2018-03-21 14:24:55.785000,bedroom,34.33,False,0
2018-03-21 14:24:59.233000,living_room,48.37,False,0
2018-03-21 14:24:59.233000,living_room,48.37,False,0
2018-03-21 14:25:00.893000,kitchen,65.03,False,0
2018-03-21 14:25:07.060000,dining_room,51.15,False,0
2018-03-21 14:25:07.060000,dining_room,51.15,False,0
2018-03-21 14:25:08.121000,stairs,55.24,False,0
2018-03-21 14:25:08.500000,hall,46.55,False,0
2018-03-21 14:25:15.110000,bathroom,54.42,False,0
2018-03-21 14:25:20.889000,bedroom,34.42,False,0
2018-03-21 14:25:24.350000,living_room,48.46,False,0
2018-03-21 14:25:26.010000,kitchen,65.03,False,0
2018-03-21 14:25:32.183000,dining_room,51.15,False,0
2018-03-21 14:25:33.620000,hall,46.42,False,0
2018-03-21 14:25:34.043000,stairs,55.34,False,0
2018-03-21 14:25:40.222000,bathroom,54.51,False,0
2018-03-21 14:25:46.003000,bedroom,34.42,False,0
2018-03-21 14:25:49.463000,living_room,48.46,False,0
2018-03-21 14:25:51.123000,kitchen,65.03,False,0
2018-03-21 14:25:57.303000,dining_room,51.15,False,0
2018-03-21 14:25:58.735000,hall,46.52,False,0
2018-03-21 14:25:59.166000,stairs,55.34,False,0
2018-03-21 14:26:05.355000,bathroom,54.51,False,0
2018-03-21 14:26:11.115000,bedroom,34.33,False,0
2018-03-21 14:26:14.585000,living_room,48.56,False,0
2018-03-21 14:26:16.235000,kitchen,65.13,False,0
2018-03-21 14:26:22.425000,dining_room,51.15,False,0
2018-03-21 14:26:23.845000,hall,46.62,False,0
2018-03-21 14:26:24.276000,stairs,55.43,False,0
2018-03-21 14:26:30.465000,bathroom,54.51,False,0
2018-03-21 14:26:36.246000,bedroom,34.33,False,0
2018-03-21 14:26:39.696000,living_room,48.56,False,0
2018-03-21 14:26:41.356000,kitchen,65.03,False,0
2018-03-21 14:26:47.535000,dining_room,51.15,False,0
2018-03-21 14:26:48.275000,hall,46.81,False,0
2018-03-21 14:26:49.396000,stairs,55.43,False,0
2018-03-21 14:26:55.586000,bathroom,54.51,False,0
2018-03-21 14:27:01.355000,bedroom,34.33,False,0
2018-03-21 14:27:04.304000,living_room,48.56,False,0
2018-03-21 14:27:06.474000,kitchen,65.13,False,0
2018-03-21 14:27:12.650000,dining_room,51.15,False,0
2018-03-21 14:27:13.905000,hall,46.72,False,0
2018-03-21 14:27:14.514000,stairs,55.34,False,0
2018-03-21 14:27:20.694000,bathroom,54.51,False,0
2018-03-21 14:27:25.701000,bedroom,34.33,False,0
2018-03-21 14:27:29.931000,living_room,48.56,False,0
2018-03-21 14:27:31.594000,kitchen,65.13,False,0
2018-03-21 14:27:37.770000,dining_room,51.15,False,0
2018-03-21 14:27:39.190000,hall,46.72,False,0
2018-03-21 14:27:39.640000,stairs,55.34,False,0
2018-03-21 14:27:45.809000,bathroom,54.51,False,0
2018-03-21 14:27:51.319000,bedroom,34.23,False,0
2018-03-21 14:27:55.049000,living_room,48.66,False,0
2018-03-21 14:27:56.699000,kitchen,65.13,False,0
2018-03-21 14:28:02.880000,dining_room,51.15,False,0
