time,room,temperature,window_open,window_open_time
2018-03-21 14:04:17.605000,hall,17.700000000000003,False,0
2018-03-21 14:04:18.397000,living_room,18.174999999999997,False,0
2018-03-21 14:04:19.986000,bedroom,19.744999999999997,False,0
2018-03-21 14:04:22.681000,stairs,15.71,False,0
2018-03-21 14:04:31.249000,dining_room,16.700000000000003,False,0
2018-03-21 14:04:32.931000,stairs,15.91,False,0
2018-03-21 14:04:34.249000,bathroom,14.8,False,0
2018-03-21 14:04:39.269000,bathroom,15.16,False,0
2018-03-21 14:04:40.099000,kitchen,13.34,False,0
2018-03-21 14:04:42.729000,hall,17.705,False,0
2018-03-21 14:04:43.518000,living_room,18.185,False,0
2018-03-21 14:04:45.111000,bedroom,19.755000000000003,False,0
2018-03-21 14:04:48.208000,stairs,15.72,False,0
2018-03-21 14:04:56.035000,dining_room,16.705,False,0
2018-03-21 14:04:58.268000,stairs,15.92,False,0
2018-03-21 14:04:59.365000,bathroom,14.81,False,0
2018-03-21 14:05:04.395000,bathroom,15.16,False,0
2018-03-21 14:05:05.207000,kitchen,13.35,False,0
2018-03-21 14:05:07.847000,hall,17.715,False,0
2018-03-21 14:05:08.645000,living_room,18.17,False,0
2018-03-21 14:05:10.237000,bedroom,19.759999999999998,False,0
2018-03-21 14:05:13.327000,stairs,15.71,False,0
2018-03-21 14:05:21.485000,dining_room,16.705,False,0
2018-03-21 14:05:23.387000,stairs,15.93,False,0
2018-03-21 14:05:24.485000,bathroom,14.8,False,0
2018-03-21 14:05:29.505000,bathroom,15.16,False,0
2018-03-21 14:05:30.325000,kitchen,13.344999999999999,False,0
2018-03-21 14:05:32.973000,hall,17.735,False,0
2018-03-21 14:05:33.765000,living_room,18.174999999999997,False,0
2018-03-21 14:05:35.343000,bedroom,19.744999999999997,False,0
2018-03-21 14:05:38.443000,stairs,15.72,False,0
2018-03-21 14:05:46.603000,dining_room,16.705,False,0
2018-03-21 14:05:48.503000,stairs,15.92,False,0
2018-03-21 14:05:49.603000,bathroom,14.81,False,0
2018-03-21 14:05:54.623000,bathroom,15.16,False,0
2018-03-21 14:05:54.834000,kitchen,13.35,False,0
2018-03-21 14:05:57.653000,hall,17.75,False,0
2018-03-21 14:05:58.323000,living_room,18.185,False,0
2018-03-21 14:06:00.474000,bedroom,19.759999999999998,False,0
2018-03-21 14:06:03.563000,stairs,15.72,False,0
2018-03-21 14:06:11.522000,dining_room,16.705,False,0
2018-03-21 14:06:13.613000,stairs,15.93,False,0
2018-03-21 14:06:14.713000,bathroom,14.8,False,0
2018-03-21 14:06:19.742000,bathroom,15.16,False,0
2018-03-21 14:06:20.561000,kitchen,13.35,False,0
2018-03-21 14:06:23.211000,hall,17.78,False,0
2018-03-21 14:06:23.952000,living_room,18.174999999999997,False,0
2018-03-21 14:06:24.842000,bedroom,19.765,False,0
2018-03-21 14:06:28.682000,stairs,15.72,False,0
2018-03-21 14:06:36.841000,dining_room,16.72,False,0
2018-03-21 14:06:38.731000,stairs,15.94,False,0
2018-03-21 14:06:39.832000,bathroom,14.81,False,0
2018-03-21 14:06:44.851000,bathroom,15.16,False,0
2018-03-21 14:06:45.681000,kitchen,13.355,False,0
2018-03-21 14:06:48.333000,hall,17.795,False,0
2018-03-21 14:06:49.111000,living_room,18.174999999999997,False,0
2018-03-21 14:06:50.473000,bedroom,19.759999999999998,False,0
2018-03-21 14:06:53.801000,stairs,15.72,False,0
2018-03-21 14:07:01.961000,dining_room,16.71,False,0
2018-03-21 14:07:03.852000,stairs,15.94,False,0
2018-03-21 14:07:04.941000,bathroom,14.82,False,0
2018-03-21 14:07:09.981000,bathroom,15.17,False,0
2018-03-21 14:07:10.091000,kitchen,13.36,False,0
2018-03-21 14:07:13.453000,hall,17.835,False,0
2018-03-21 14:07:14.220000,living_room,18.17,False,0
2018-03-21 14:07:15.811000,bedroom,19.765,False,0
2018-03-21 14:07:18.921000,stairs,15.72,False,0
2018-03-21 14:07:27.091000,dining_room,16.725,False,0
2018-03-21 14:07:28.961000,stairs,15.95,False,0
2018-03-21 14:07:30.061000,bathroom,14.83,False,0
2018-03-21 14:07:35.090000,bathroom,15.17,False,0
2018-03-21 14:07:35.920000,kitchen,13.36,False,0
2018-03-21 14:07:38.561000,hall,18.1,False,0
2018-03-21 14:07:38.571000,hall,17.59,False,0
2018-03-21 14:07:39.342000,living_room,18.174999999999997,False,0
2018-03-21 14:07:40.940000,bedroom,19.765,False,0
2018-03-21 14:07:44.030000,stairs,15.74,False,0
2018-03-21 14:07:51.530000,dining_room,16.72,False,0
2018-03-21 14:07:54.080000,stairs,15.94,False,0
2018-03-21 14:07:54.250000,bathroom,14.82,False,0
2018-03-21 14:07:59.379000,bathroom,15.17,False,0
2018-03-21 14:08:01.040000,kitchen,13.36,False,0
2018-03-21 14:08:03.680000,hall,17.869999999999997,False,0
2018-03-21 14:08:04.460000,living_room,18.2,False,0
2018-03-21 14:08:04.461000,living_room,18.15,False,0
2018-03-21 14:08:06.060000,bedroom,19.765,False,0
2018-03-21 14:08:08.180000,stairs,15.74,False,0
2018-03-21 14:08:17.320000,dining_room,16.73,False,0
2018-03-21 14:08:19.200000,stairs,15.93,False,0
2018-03-21 14:08:19.878000,bathroom,14.83,False,0
2018-03-21 14:08:24.998000,bathroom,15.17,False,0
2018-03-21 14:08:26.158000,kitchen,13.36,False,0
2018-03-21 14:08:28.798000,hall,17.9,False,0
2018-03-21 14:08:29.580000,living_room,18.174999999999997,False,0
2018-03-21 14:08:31.179000,bedroom,19.77,False,0
2018-03-21 14:08:33.810000,stairs,15.74,False,0
2018-03-21 14:08:41.561000,dining_room,16.73,False,0
2018-03-21 14:08:44.060000,stairs,15.94,False,0
2018-03-21 14:08:45.418000,bathroom,14.83,False,0
2018-03-21 14:08:50.450000,bathroom,15.18,False,0
2018-03-21 14:08:51.278000,kitchen,13.375,False,0
2018-03-21 14:08:53.918000,hall,17.925,False,0
2018-03-21 14:08:54.701000,living_room,18.174999999999997,False,0
2018-03-21 14:08:56.301000,bedroom,19.77,False,0
2018-03-21 14:08:59.391000,stairs,15.75,False,0
2018-03-21 14:09:07.554000,dining_room,16.735,False,0
2018-03-21 14:09:09.441000,stairs,15.93,False,0
2018-03-21 14:09:10.540000,bathroom,14.83,False,0
2018-03-21 14:09:15.570000,bathroom,15.17,False,0
2018-03-21 14:09:16.402000,kitchen,13.379999999999999,False,0
2018-03-21 14:09:19.040000,hall,17.945,False,0
2018-03-21 14:09:19.822000,living_room,18.17,False,0
2018-03-21 14:09:21.412000,bedroom,19.775,False,0
2018-03-21 14:09:24.514000,stairs,15.74,False,0
2018-03-21 14:09:32.666000,dining_room,16.744999999999997,False,0
2018-03-21 14:09:34.564000,stairs,15.95,False,0
2018-03-21 14:09:35.670000,bathroom,14.84,False,0
2018-03-21 14:09:40.696000,bathroom,15.18,False,0
2018-03-21 14:09:41.520000,kitchen,13.379999999999999,False,0
2018-03-21 14:09:43.166000,hall,17.965,False,0
2018-03-21 14:09:44.936000,living_room,18.155,False,0
2018-03-21 14:09:46.526000,bedroom,19.765,False,0
2018-03-21 14:09:49.626000,stairs,15.74,False,0
2018-03-21 14:09:57.796000,dining_room,16.744999999999997,False,0
2018-03-21 14:09:59.676000,stairs,15.95,False,0
2018-03-21 14:10:00.786000,bathroom,14.83,False,0
2018-03-21 14:10:05.800000,bathroom,15.18,False,0
2018-03-21 14:10:06.632000,kitchen,13.379999999999999,False,0
2018-03-21 14:10:08.777000,hall,17.965,False,0
2018-03-21 14:10:09.478000,living_room,18.155,False,0
2018-03-21 14:10:11.641000,bedroom,19.765,False,0
2018-03-21 14:10:14.741000,stairs,15.75,False,0
2018-03-21 14:10:22.910000,dining_room,16.75,False,0
2018-03-21 14:10:22.910000,dining_room,16.75,False,0
2018-03-21 14:10:24.787000,stairs,15.94,False,0
2018-03-21 14:10:25.890000,bathroom,14.83,False,0
2018-03-21 14:10:30.916000,bathroom,15.18,False,0
2018-03-21 14:10:31.759000,kitchen,13.39,False,0
2018-03-21 14:10:34.377000,hall,17.96,False,0
2018-03-21 14:10:35.106000,living_room,18.155,False,0
2018-03-21 14:10:35.979000,bedroom,19.765,False,0
2018-03-21 14:10:39.857000,stairs,15.75,False,0
2018-03-21 14:10:48.018000,dining_room,16.75,False,0
2018-03-21 14:10:49.908000,stairs,15.94,False,0
2018-03-21 14:10:51.016000,bathroom,14.83,False,0
2018-03-21 14:10:56.036000,bathroom,15.18,False,0
2018-03-21 14:10:56.868000,kitchen,13.379999999999999,False,0
2018-03-21 14:10:59.498000,hall,17.96,False,0
2018-03-21 14:11:00.287000,living_room,18.155,False,0
2018-03-21 14:11:01.598000,bedroom,19.77,False,0
2018-03-21 14:11:04.978000,stairs,15.75,False,0
2018-03-21 14:11:13.138000,dining_room,16.75,False,0
2018-03-21 14:11:15.028000,stairs,15.95,False,0
2018-03-21 14:11:16.126000,bathroom,14.84,False,0
2018-03-21 14:11:21.146000,bathroom,15.18,False,0
2018-03-21 14:11:21.986000,kitchen,13.379999999999999,False,0
2018-03-21 14:11:24.618000,hall,17.955,False,0
2018-03-21 14:11:25.408000,living_room,18.155,False,0
2018-03-21 14:11:26.988000,bedroom,19.775,False,0
2018-03-21 14:11:30.096000,stairs,15.76,False,0
2018-03-21 14:11:38.258000,dining_room,16.75,False,0
2018-03-21 14:11:40.136000,stairs,15.95,False,0
2018-03-21 14:11:41.245000,bathroom,14.84,False,0
2018-03-21 14:11:46.265000,bathroom,15.21,False,0
2018-03-21 14:11:47.106000,kitchen,13.379999999999999,False,0
2018-03-21 14:11:49.734000,hall,18.18,False,0
2018-03-21 14:11:49.738000,hall,17.7,False,0
2018-03-21 14:11:50.525000,living_room,18.17,False,0
2018-03-21 14:11:52.105000,bedroom,19.77,False,0
2018-03-21 14:11:55.226000,stairs,15.76,False,0
2018-03-21 14:11:55.226000,stairs,15.76,False,0
2018-03-21 14:12:03.366000,dining_room,16.745,False,0
2018-03-21 14:12:05.236000,stairs,15.95,False,0
2018-03-21 14:12:05.236000,stairs,15.95,False,0
2018-03-21 14:12:06.364000,bathroom,14.85,False,0
2018-03-21 14:12:10.524000,bathroom,15.21,False,0
2018-03-21 14:12:12.214000,kitchen,13.379999999999999,False,0
2018-03-21 14:12:14.854000,hall,17.924999999999997,False,0
2018-03-21 14:12:15.636000,living_room,18.17,False,0
2018-03-21 14:12:17.216000,bedroom,19.77,False,0
2018-03-21 14:12:20.336000,stairs,15.75,False,0
2018-03-21 14:12:20.336000,stairs,15.75,False,0
2018-03-21 14:12:28.483000,dining_room,16.745,False,0
2018-03-21 14:12:30.383000,stairs,15.96,False,0
2018-03-21 14:12:31.474000,bathroom,14.84,False,0
2018-03-21 14:12:36.494000,bathroom,15.18,False,0
2018-03-21 14:12:37.333000,kitchen,13.385,False,0
2018-03-21 14:12:39.973000,hall,17.905,False,0
2018-03-21 14:12:40.759000,living_room,18.174999999999997,False,0
2018-03-21 14:12:42.339000,bedroom,19.775,False,0
2018-03-21 14:12:44.953000,stairs,15.75,False,0
2018-03-21 14:12:53.603000,dining_room,16.67,False,0
2018-03-21 14:12:53.613000,dining_room,16.83,False,0
2018-03-21 14:12:55.203000,stairs,15.97,False,0
2018-03-21 14:12:56.594000,bathroom,14.85,False,0
2018-03-21 14:13:01.613000,bathroom,15.18,False,0
2018-03-21 14:13:02.454000,kitchen,13.379999999999999,False,0
2018-03-21 14:13:02.454000,kitchen,13.379999999999999,False,0
2018-03-21 14:13:05.093000,hall,17.65,False,0
2018-03-21 14:13:05.093000,hall,18.1,False,0
2018-03-21 14:13:05.874000,living_room,18.189999999999998,False,0
2018-03-21 14:13:07.453000,bedroom,19.77,False,0
2018-03-21 14:13:10.573000,stairs,15.75,False,0
2018-03-21 14:13:18.723000,dining_room,16.75,False,0
2018-03-21 14:13:20.633000,stairs,15.97,False,0
2018-03-21 14:13:21.713000,bathroom,14.85,False,0
2018-03-21 14:13:26.733000,bathroom,15.22,False,0
2018-03-21 14:13:27.562000,kitchen,13.395,False,0
2018-03-21 14:13:30.213000,hall,17.865000000000002,False,0
2018-03-21 14:13:30.981000,living_room,18.21,False,0
2018-03-21 14:13:32.563000,bedroom,19.785,False,0
2018-03-21 14:13:35.703000,stairs,15.75,False,0
2018-03-21 14:13:43.832000,dining_room,16.740000000000002,False,0
2018-03-21 14:13:45.242000,stairs,15.97,False,0
2018-03-21 14:13:46.822000,bathroom,14.86,False,0
2018-03-21 14:13:51.852000,bathroom,15.21,False,0
2018-03-21 14:13:52.682000,kitchen,13.385,False,0
2018-03-21 14:13:55.332000,hall,17.85,False,0
2018-03-21 14:13:56.102000,living_room,18.200000000000003,False,0
2018-03-21 14:13:57.692000,bedroom,19.78,False,0
2018-03-21 14:14:00.822000,stairs,15.76,False,0
2018-03-21 14:14:08.952000,dining_room,16.64,False,0
2018-03-21 14:14:08.959000,dining_room,16.82,False,0
2018-03-21 14:14:10.870000,stairs,15.97,False,0
2018-03-21 14:14:11.940000,bathroom,14.86,False,0
2018-03-21 14:14:16.970000,bathroom,15.21,False,0
2018-03-21 14:14:17.800000,kitchen,13.39,False,0
2018-03-21 14:14:20.478000,hall,17.61,False,0
2018-03-21 14:14:20.482000,hall,18.06,False,0
2018-03-21 14:14:20.640000,living_room,18.225,False,0
2018-03-21 14:14:22.802000,bedroom,19.78,False,0
2018-03-21 14:14:25.230000,stairs,15.76,False,0
2018-03-21 14:14:34.069000,dining_room,16.729999999999997,False,0
2018-03-21 14:14:35.990000,stairs,15.98,False,0
2018-03-21 14:14:37.050000,bathroom,14.86,False,0
2018-03-21 14:14:42.077000,bathroom,15.22,False,0
2018-03-21 14:14:42.927000,kitchen,13.379999999999999,False,0
2018-03-21 14:14:45.588000,hall,17.810000000000002,False,0
2018-03-21 14:14:46.268000,living_room,18.23,False,0
2018-03-21 14:14:47.118000,bedroom,19.78,False,0
2018-03-21 14:14:51.046000,stairs,15.76,False,0
2018-03-21 14:14:59.185000,dining_room,16.729999999999997,False,0
2018-03-21 14:15:01.096000,stairs,15.97,False,0
2018-03-21 14:15:02.167000,bathroom,14.86,False,0
2018-03-21 14:15:07.197000,bathroom,15.22,False,0
2018-03-21 14:15:08.047000,kitchen,13.395,False,0
2018-03-21 14:15:10.717000,hall,17.79,False,0
2018-03-21 14:15:11.475000,living_room,18.235,False,0
2018-03-21 14:15:12.736000,bedroom,19.78,False,0
2018-03-21 14:15:16.156000,stairs,15.78,False,0
2018-03-21 14:15:24.306000,dining_room,16.725,False,0
2018-03-21 14:15:25.246000,stairs,15.99,False,0
2018-03-21 14:15:27.286000,bathroom,14.87,False,0
2018-03-21 14:15:32.316000,bathroom,15.22,False,0
2018-03-21 14:15:33.167000,kitchen,13.39,False,0
2018-03-21 14:15:35.827000,hall,17.78,False,0
2018-03-21 14:15:36.586000,living_room,18.240000000000002,False,0
2018-03-21 14:15:38.166000,bedroom,19.79,False,0
2018-03-21 14:15:41.276000,stairs,15.78,False,0
2018-03-21 14:15:49.426000,dining_room,16.71,False,0
2018-03-21 14:15:51.339000,stairs,15.98,False,0
2018-03-21 14:15:52.399000,bathroom,14.87,False,0
2018-03-21 14:15:57.429000,bathroom,15.22,False,0
2018-03-21 14:15:58.010000,kitchen,13.379999999999999,False,0
2018-03-21 14:15:58.010000,kitchen,13.379999999999999,False,0
2018-03-21 14:16:00.949000,hall,17.765,False,0
2018-03-21 14:16:01.706000,living_room,18.255,False,0
2018-03-21 14:16:03.290000,bedroom,19.784999999999997,False,0
2018-03-21 14:16:03.290000,bedroom,19.784999999999997,False,0
2018-03-21 14:16:06.409000,stairs,15.78,False,0
2018-03-21 14:16:14.537000,dining_room,16.72,False,0
2018-03-21 14:16:16.459000,stairs,15.99,False,0
2018-03-21 14:16:17.529000,bathroom,14.86,False,0
2018-03-21 14:16:22.549000,bathroom,15.22,False,0
2018-03-21 14:16:23.407000,kitchen,13.379999999999999,False,0
2018-03-21 14:16:26.067000,hall,17.75,False,0
2018-03-21 14:16:26.827000,living_room,18.265,False,0
2018-03-21 14:16:28.407000,bedroom,19.78,False,0
2018-03-21 14:16:31.527000,stairs,15.78,False,0
2018-03-21 14:16:39.654000,dining_room,16.71,False,0
2018-03-21 14:16:41.577000,stairs,16.0,False,0
2018-03-21 14:16:42.634000,bathroom,14.87,False,0
2018-03-21 14:16:47.664000,bathroom,15.22,False,0
2018-03-21 14:16:48.523000,kitchen,13.39,False,0
2018-03-21 14:16:51.187000,hall,17.735,False,0
2018-03-21 14:16:51.934000,living_room,18.27,False,0
2018-03-21 14:16:53.524000,bedroom,19.79,False,0
2018-03-21 14:16:56.637000,stairs,15.78,False,0
2018-03-21 14:17:04.774000,dining_room,16.700000000000003,False,0
2018-03-21 14:17:06.689000,stairs,15.99,False,0
2018-03-21 14:17:07.748000,bathroom,14.89,False,0
2018-03-21 14:17:12.778000,bathroom,15.24,False,0
2018-03-21 14:17:13.633000,kitchen,13.375,False,0
2018-03-21 14:17:16.048000,hall,17.725,False,0
2018-03-21 14:17:17.059000,living_room,18.3,False,0
2018-03-21 14:17:18.628000,bedroom,19.799999999999997,False,0
2018-03-21 14:17:21.749000,stairs,15.78,False,0
2018-03-21 14:17:29.897000,dining_room,16.700000000000003,False,0
2018-03-21 14:17:31.808000,stairs,16.0,False,0
2018-03-21 14:17:32.878000,bathroom,14.88,False,0
2018-03-21 14:17:37.898000,bathroom,15.22,False,0
2018-03-21 14:17:38.759000,kitchen,13.385,False,0
2018-03-21 14:17:41.407000,hall,17.71,False,0
2018-03-21 14:17:42.168000,living_room,18.305,False,0
2018-03-21 14:17:43.678000,bedroom,19.795,False,0
2018-03-21 14:17:46.868000,stairs,15.8,False,0
2018-03-21 14:17:55.007000,dining_room,16.69,False,0
2018-03-21 14:17:56.918000,stairs,16.0,False,0
2018-03-21 14:17:58.006000,bathroom,14.88,False,0
2018-03-21 14:18:03.016000,bathroom,15.24,False,0
2018-03-21 14:18:03.875000,kitchen,13.39,False,0
2018-03-21 14:18:06.527000,hall,17.705,False,0
2018-03-21 14:18:07.286000,living_room,18.32,False,0
2018-03-21 14:18:08.867000,bedroom,19.795,False,0
2018-03-21 14:18:11.995000,stairs,15.8,False,0
2018-03-21 14:18:20.127000,dining_room,16.76,False,0
2018-03-21 14:18:20.129000,dining_room,16.61,False,0
2018-03-21 14:18:22.045000,stairs,16.01,False,0
2018-03-21 14:18:23.119000,bathroom,14.87,False,0
2018-03-21 14:18:28.149000,bathroom,15.24,False,0
2018-03-21 14:18:28.989000,kitchen,13.375,False,0
2018-03-21 14:18:31.649000,hall,17.685,False,0
2018-03-21 14:18:31.768000,living_room,18.325,False,0
2018-03-21 14:18:33.987000,bedroom,20.11,False,0
2018-03-21 14:18:33.989000,bedroom,19.49,False,0
2018-03-21 14:18:37.118000,stairs,15.8,False,0
2018-03-21 14:18:45.249000,dining_room,16.675,False,0
2018-03-21 14:18:47.168000,stairs,16.0,False,0
2018-03-21 14:18:48.239000,bathroom,14.88,False,0
2018-03-21 14:18:53.259000,bathroom,15.25,False,0
2018-03-21 14:18:54.109000,kitchen,13.379999999999999,False,0
2018-03-21 14:18:56.767000,hall,17.689999999999998,False,0
2018-03-21 14:18:57.396000,living_room,18.34,False,0
2018-03-21 14:18:59.106000,bedroom,19.805,False,0
2018-03-21 14:19:02.228000,stairs,15.82,False,0
2018-03-21 14:19:10.357000,dining_room,16.675,False,0
2018-03-21 14:19:12.286000,stairs,16.01,False,0
2018-03-21 14:19:13.356000,bathroom,14.89,False,0
2018-03-21 14:19:18.246000,bathroom,15.24,False,0
2018-03-21 14:19:19.266000,kitchen,13.379999999999999,False,0
2018-03-21 14:19:21.877000,hall,17.67,False,0
2018-03-21 14:19:22.647000,living_room,18.36,False,0
2018-03-21 14:19:23.916000,bedroom,19.805,False,0
2018-03-21 14:19:27.346000,stairs,15.8,False,0
2018-03-21 14:19:27.346000,stairs,15.8,False,0
2018-03-21 14:19:35.484000,dining_room,16.675,False,0
2018-03-21 14:19:37.406000,stairs,16.0,False,0
2018-03-21 14:19:37.406000,stairs,16.0,False,0
2018-03-21 14:19:38.246000,bathroom,14.9,False,0
2018-03-21 14:19:43.506000,bathroom,15.25,False,0
2018-03-21 14:19:44.384000,kitchen,13.379999999999999,False,0
2018-03-21 14:19:46.993000,hall,17.665,False,0
2018-03-21 14:19:47.764000,living_room,18.36,False,0
2018-03-21 14:19:49.343000,bedroom,19.805,False,0
2018-03-21 14:19:52.464000,stairs,15.82,False,0
2018-03-21 14:19:52.464000,stairs,15.82,False,0
2018-03-21 14:20:00.604000,dining_room,16.73,False,0
2018-03-21 14:20:00.604000,dining_room,16.58,False,0
2018-03-21 14:20:02.514000,stairs,16.02,False,0
2018-03-21 14:20:02.514000,stairs,16.02,False,0
2018-03-21 14:20:03.595000,bathroom,14.89,False,0
2018-03-21 14:20:08.675000,bathroom,15.24,False,0
2018-03-21 14:20:09.144000,kitchen,13.370000000000001,False,0
2018-03-21 14:20:12.116000,hall,17.66,False,0
2018-03-21 14:20:12.884000,living_room,18.375,False,0
2018-03-21 14:20:14.473000,bedroom,19.815,False,0
2018-03-21 14:20:17.584000,stairs,15.82,False,0
2018-03-21 14:20:17.584000,stairs,15.82,False,0
2018-03-21 14:20:25.724000,dining_room,16.655,False,0
2018-03-21 14:20:27.636000,stairs,16.02,False,0
2018-03-21 14:20:28.765000,bathroom,14.89,False,0
2018-03-21 14:20:33.784000,bathroom,15.25,False,0
2018-03-21 14:20:34.624000,kitchen,13.375,False,0
2018-03-21 14:20:37.236000,hall,17.665,False,0
2018-03-21 14:20:38.006000,living_room,18.38,False,0
2018-03-21 14:20:39.596000,bedroom,19.815,False,0
2018-03-21 14:20:42.706000,stairs,15.82,False,0
2018-03-21 14:20:50.833000,dining_room,16.65,False,0
2018-03-21 14:20:51.853000,stairs,16.03,False,0
2018-03-21 14:20:53.304000,bathroom,14.91,False,0
2018-03-21 14:20:58.254000,bathroom,15.25,False,0
2018-03-21 14:20:59.753000,kitchen,13.370000000000001,False,0
2018-03-21 14:21:02.352000,hall,17.655,False,0
2018-03-21 14:21:03.132000,living_room,18.39,False,0
2018-03-21 14:21:04.714000,bedroom,19.82,False,0
2018-03-21 14:21:07.233000,stairs,15.82,False,0
