time,temperature,window_open,window_open_time
2018-03-21 14:00:08.815000,19.744999999999997,False,0
2018-03-21 14:00:33.934000,19.759999999999998,False,0
2018-03-21 14:00:59.038000,19.765,False,0
2018-03-21 14:01:23.637000,19.765,False,0
2018-03-21 14:01:49.275000,19.759999999999998,False,0
2018-03-21 14:02:13.697000,19.759999999999998,False,0
2018-03-21 14:02:39.506000,19.740000000000002,False,0
2018-03-21 14:03:03.649000,19.744999999999997,False,0
2018-03-21 14:03:29.751000,19.744999999999997,False,0
2018-03-21 14:03:54.868000,19.744999999999997,False,0
2018-03-21 14:04:19.986000,19.744999999999997,False,0
2018-03-21 14:04:45.111000,19.755000000000003,False,0
2018-03-21 14:05:10.237000,19.759999999999998,False,0
2018-03-21 14:05:35.343000,19.744999999999997,False,0
2018-03-21 14:06:00.474000,19.759999999999998,False,0
2018-03-21 14:06:24.842000,19.765,False,0
2018-03-21 14:06:50.473000,19.759999999999998,False,0
2018-03-21 14:07:15.811000,19.765,False,0
2018-03-21 14:07:40.940000,19.765,False,0
2018-03-21 14:08:06.060000,19.765,False,0
2018-03-21 14:08:31.179000,19.77,False,0
2018-03-21 14:08:56.301000,19.77,False,0
2018-03-21 14:09:21.412000,19.775,False,0
2018-03-21 14:09:46.526000,19.765,False,0
2018-03-21 14:10:11.641000,19.765,False,0
2018-03-21 14:10:35.979000,19.765,False,0
2018-03-21 14:11:01.598000,19.77,False,0
2018-03-21 14:11:26.988000,19.775,False,0
2018-03-21 14:11:52.105000,19.77,False,0
2018-03-21 14:12:17.216000,19.77,False,0
2018-03-21 14:12:42.339000,19.775,False,0
2018-03-21 14:13:07.453000,19.77,False,0
2018-03-21 14:13:32.563000,19.785,False,0
2018-03-21 14:13:57.692000,19.78,False,0
2018-03-21 14:14:22.802000,19.78,False,0
2018-03-21 14:14:47.118000,19.78,False,0
2018-03-21 14:15:12.736000,19.78,False,0
2018-03-21 14:15:38.166000,19.79,False,0
2018-03-21 14:16:03.290000,19.784999999999997,False,0
2018-03-21 14:16:03.290000,19.784999999999997,False,0
2018-03-21 14:16:28.407000,19.78,False,0
2018-03-21 14:16:53.524000,19.79,False,0
2018-03-21 14:17:18.628000,19.799999999999997,False,0
2018-03-21 14:17:43.678000,19.795,False,0
2018-03-21 14:18:08.867000,19.795,False,0
2018-03-21 14:18:33.987000,20.11,False,0
2018-03-21 14:18:33.989000,19.49,False,0
2018-03-21 14:18:59.106000,19.805,False,0
2018-03-21 14:19:23.916000,19.805,False,0
2018-03-21 14:19:49.343000,19.805,False,0
2018-03-21 14:20:14.473000,19.815,False,0
2018-03-21 14:20:39.596000,19.815,False,0
2018-03-21 14:21:04.714000,19.82,False,0
2018-03-21 14:21:29.829000,19.82,False,0
2018-03-21 14:21:54.938000,19.82,False,0
2018-03-21 14:22:20.065000,19.82,False,0
2018-03-21 14:22:45.178000,19.83,False,0
2018-03-21 14:23:10.286000,19.82,False,0
2018-03-21 14:23:35.063000,19.82,False,0
2018-03-21 14:24:00.523000,19.82,False,0
2018-03-21 14:24:25.647000,19.825000000000003,False,0
2018-03-21 14:24:50.755000,19.825000000000003,False,0
2018-03-21 14:25:15.872000,19.825000000000003,False,0
2018-03-21 14:25:40.983000,19.83,False,0
2018-03-21 14:26:06.095000,19.845,False,0
2018-03-21 14:26:31.215000,19.835,False,0
2018-03-21 14:26:56.335000,19.845,False,0
2018-03-21 14:27:20.581000,19.835,False,0
2018-03-21 14:27:46.199000,19.835,False,0
2018-03-21 14:28:11.692000,19.835,False,0
2018-03-21 14:28:36.812000,19.85,False,0
2018-03-21 14:29:01.922000,19.835,False,0
2018-03-21 14:29:27.037000,19.84,False,0
2018-03-21 14:29:52.158000,19.84,False,0
2018-03-21 14:30:17.279000,19.835,False,0
2018-03-21 14:30:42.395000,19.84,False,0
2018-03-21 14:31:07.515000,19.845,False,0
2018-03-21 14:31:31.693000,19.835,False,0
2018-03-21 14:31:57.321000,19.845,False,0
2018-03-21 14:32:22.859000,19.84,False,0
2018-03-21 14:32:47.977000,19.845,False,0
2018-03-21 14:33:13.087000,20.15,False,0
2018-03-21 14:33:13.094000,19.54,False,0
2018-03-21 14:33:38.207000,19.84,False,0
2018-03-21 14:34:03.325000,19.84,False,0
2018-03-21 14:34:28.444000,19.845,False,0
2018-03-21 14:34:53.562000,19.845,False,0
2018-03-21 14:35:18.679000,19.84,False,0
2018-03-21 14:35:42.838000,19.84,False,0
2018-03-21 14:36:08.918000,19.835,False,0
